Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Aktion;Umsatz
07.06.2025;13:13:47;MM Solothurn;481;144;Kuchenteig rund;1;0.00;1.70
07.06.2025;13:13:47;MM Solothurn;481;144;Schönrieder Mutschli;0.186;0.00;5.40
07.06.2025;13:13:47;MM Solothurn;481;144;Chässchnitte Mütis;1;0.00;7.00
07.06.2025;13:13:47;MM Solothurn;481;144;MClass FT Rohzucker ge;1;0.00;2.70
07.06.2025;13:13:47;MM Solothurn;481;144;MBud Mandeln;1;0.00;2.20
07.06.2025;13:13:47;MM Solothurn;481;144;Weissweinessig;1;0.00;1.55
07.06.2025;13:13:47;MM Solothurn;481;144;Kondensmilch;1;0.00;3.20
07.06.2025;13:13:47;MM Solothurn;481;144;Valflora Vollrahm UHT;2;0.00;4.40
07.06.2025;13:13:47;MM Solothurn;481;144;Olma Bratwurst;1;2.30;8.50
07.06.2025;13:13:47;MM Solothurn;481;144;Optigal Pouletspiessli;0.221;1.66;6.40
07.06.2025;13:13:47;MM Solothurn;481;144;MBud Rindsvoressen;0.280;0.00;5.95
07.06.2025;13:13:47;MM Solothurn;481;144;MBud Rindsvoressen;0.320;0.00;6.80
07.06.2025;13:13:47;MM Solothurn;481;144;Feldschlösschen 6x50cl;1;0.00;11.50
07.06.2025;13:13:47;MM Solothurn;481;144;Créa d'Or Amande Noire;1;0.00;4.40
07.06.2025;13:13:47;MM Solothurn;481;144;Dubai Style Schokolade;1;0.00;5.95
07.06.2025;13:13:47;MM Solothurn;481;144;Elmex Sensitive Trio;1;3.75;10.95
07.06.2025;13:13:47;MM Solothurn;481;144;Bonus-Coupon 2x;1;0;0
31.05.2025;13:39:32;MM Solothurn;257;156;Bio Heidelbeeren;1;0.00;6.25
31.05.2025;13:39:32;MM Solothurn;257;156;Kiwi Gold;1;0.00;2.00
31.05.2025;13:39:32;MM Solothurn;257;156;MBud Bananen;0.923;0.00;1.20
31.05.2025;13:39:32;MM Solothurn;257;156;Aprikosen;0.440;0.00;2.20
31.05.2025;13:39:32;MM Solothurn;257;156;Bio Datteltomaten;1;0.00;4.95
31.05.2025;13:39:32;MM Solothurn;257;156;MBud Zucchetti;1;0.00;1.80
31.05.2025;13:39:32;MM Solothurn;257;156;Broccoli;0.433;0.00;1.95
31.05.2025;13:39:32;MM Solothurn;257;156;Bio Karotten;1;0.00;2.80
31.05.2025;13:39:32;MM Solothurn;257;156;Königssalat       150g;1;0.00;3.70
31.05.2025;13:39:32;MM Solothurn;257;156;Butterzopf;1;0.36;3.24
31.05.2025;13:39:32;MM Solothurn;257;156;Tomme la Fleur;1;0.00;5.90
31.05.2025;13:39:32;MM Solothurn;257;156;Taverna Halloumi 250g;1;0.00;4.80
31.05.2025;13:39:32;MM Solothurn;257;156;Gurke;1;0.00;1.60
31.05.2025;13:39:32;MM Solothurn;257;156;Berg Vorzugsbutter;1;0.00;3.25
31.05.2025;13:39:32;MM Solothurn;257;156;MClass Haferflöckli;1;0.00;1.40
31.05.2025;13:39:32;MM Solothurn;257;156;Sélec Aceto Balsamico;1;0.00;18.95
31.05.2025;13:39:32;MM Solothurn;257;156;Pouletunterschenkel;0.504;0.00;6.05
31.05.2025;13:39:32;MM Solothurn;257;156;Mayonnaise française;1;0.00;2.80
31.05.2025;13:39:32;MM Solothurn;257;156;Rindshohrückensteak;0.180;0.00;11.70
31.05.2025;13:39:32;MM Solothurn;257;156;Tomatenpüree;1;0.00;0.95
31.05.2025;13:39:32;MM Solothurn;257;156;Thomy Senf scharf;1;0.00;1.80
31.05.2025;13:39:32;MM Solothurn;257;156;Bratspeck;0.274;2.06;5.35
31.05.2025;13:39:32;MM Solothurn;257;156;MBud Spearmint 154g;1;0.00;1.85
31.05.2025;13:39:32;MM Solothurn;257;156;Zweifel Vaya Bean;1;0.00;3.70
31.05.2025;13:39:32;MM Solothurn;257;156;HM Maschinenpfleger;2;5.60;5.60
31.05.2025;13:39:32;MM Solothurn;257;156;Bonus-Coupon 2x;1;0;0
31.05.2025;13:39:32;MM Solothurn;257;156;CUM10x Pkt Rindfleisch;1;0;0
30.05.2025;15:23:01;MM Zürich Airport;253;181;F Coaties Mais 130g;1;0.00;2.95
30.05.2025;15:23:01;MM Zürich Airport;253;181;Coaties Cappu.Mandel;1;0.00;3.95
30.05.2025;15:23:01;MM Zürich Airport;253;181;Cumulus 20 -Fach.;1;0;0
26.05.2025;16:18:22;MM Solothurn;251;192;Blévita Gruyère;2;2.38;5.52
26.05.2025;16:18:22;MM Solothurn;251;192;Blévita Hot&Smoky Pap.;2;2.46;5.74
26.05.2025;16:18:22;MM Solothurn;251;192;LT Excellence 85% 3x;1;2.40;9.45
24.05.2025;13:20:22;MM Solothurn;252;60;MBud Bananen;0.846;0.00;1.10
24.05.2025;13:20:22;MM Solothurn;252;60;Rhabarber;0.492;0.89;3.20
24.05.2025;13:20:22;MM Solothurn;252;60;Pfirsiche flach;0.602;0.00;3.55
24.05.2025;13:20:22;MM Solothurn;252;60;Äpfel Braeburn;1.234;0.00;3.95
24.05.2025;13:20:22;MM Solothurn;252;60;Blumenkohl;0.789;0.00;3.55
24.05.2025;13:20:22;MM Solothurn;252;60;Gurke;1;0.00;1.60
24.05.2025;13:20:22;MM Solothurn;252;60;Bio Salat Fruehling;1;0.00;2.80
24.05.2025;13:20:22;MM Solothurn;252;60;Butterzopf;1;0.00;3.60
24.05.2025;13:20:22;MM Solothurn;252;60;Kuchenteig rund;1;0.00;1.70
24.05.2025;13:20:22;MM Solothurn;252;60;Schönrieder Mutschli;0.197;0.00;5.70
24.05.2025;13:20:22;MM Solothurn;252;60;MBud Cottage Cheese;1;0.00;4.35
24.05.2025;13:20:22;MM Solothurn;252;60;Gruyère Reibkäse;1;1.80;7.05
24.05.2025;13:20:22;MM Solothurn;252;60;Joghurt Rhabarber Vani;2;0.00;1.40
24.05.2025;13:20:22;MM Solothurn;252;60;MClass Jog. Haselnuss;2;0.00;1.40
24.05.2025;13:20:22;MM Solothurn;252;60;Eier Freiland 6x53g+;1;0.00;3.20
24.05.2025;13:20:22;MM Solothurn;252;60;Reiswaffeln Schokolade;4;1.40;3.20
24.05.2025;13:20:22;MM Solothurn;252;60;MClass Haferflöckli;1;0.00;1.40
24.05.2025;13:20:22;MM Solothurn;252;60;Olma Bratwurst;1;0.00;3.60
24.05.2025;13:20:22;MM Solothurn;252;60;MBud Mostmöckli;1;0.00;3.95
24.05.2025;13:20:22;MM Solothurn;252;60;MClass Lamm Racks;0.401;3.61;19.25
24.05.2025;13:20:22;MM Solothurn;252;60;Optigal Pouletspiessli;0.225;0.00;8.20
24.05.2025;13:20:22;MM Solothurn;252;60;NON Panaché 6x50cl;1;0.00;11.40
24.05.2025;13:20:22;MM Solothurn;252;60;Emilio Carciofi 125g;1;0.00;3.50
24.05.2025;13:20:22;MM Solothurn;252;60;Zweifel Vaya Bean;1;0.00;3.70
24.05.2025;13:20:22;MM Solothurn;252;60;Non Bianco 75cl;1;2.25;5.25
24.05.2025;13:20:22;MM Solothurn;252;60;Dubai Style Schokolade;1;0.00;5.95
24.05.2025;13:20:22;MM Solothurn;252;60;Sensodyne ProSchmelz;1;1.49;4.46
24.05.2025;13:20:22;MM Solothurn;252;60;Bonus-Coupon 2x;1;0;0
24.05.2025;13:20:22;MM Solothurn;252;60;+3xPkt.Ges.Sort.;1;0;0
17.05.2025;13:18:10;MM Solothurn;255;54;Extra T. Sweet Cherry;0.200;0.70;2.60
17.05.2025;13:18:10;MM Solothurn;255;54;Mango;1;0.00;1.50
17.05.2025;13:18:10;MM Solothurn;255;54;Kiwi Gold;1;0.00;2.00
17.05.2025;13:18:10;MM Solothurn;255;54;Aprikosen;0.273;0.00;1.50
17.05.2025;13:18:10;MM Solothurn;255;54;MBud Bananen;0.962;0.00;1.25
17.05.2025;13:18:10;MM Solothurn;255;54;Broccoli;0.644;0.00;3.80
17.05.2025;13:18:10;MM Solothurn;255;54;Spargeln grün Europa;1;0.00;10.95
17.05.2025;13:18:10;MM Solothurn;255;54;Nüsslisalat;1;0.00;3.25
17.05.2025;13:18:10;MM Solothurn;255;54;Kart.mehligkochend;1;0.00;3.00
17.05.2025;13:18:10;MM Solothurn;255;54;Butterzopf;1;0.00;3.60
17.05.2025;13:18:10;MM Solothurn;255;54;Kuchenteig rund;1;0.00;1.70
17.05.2025;13:18:10;MM Solothurn;255;54;Schönrieder Mutschli;0.205;0.00;5.95
17.05.2025;13:18:10;MM Solothurn;255;54;Emilio Grana Padano;0.260;0.00;5.85
17.05.2025;13:18:10;MM Solothurn;255;54;Sélec Mini Burrata;1;1.19;4.76
17.05.2025;13:18:10;MM Solothurn;255;54;Berg Vorzugsbutter;1;0.00;3.25
17.05.2025;13:18:10;MM Solothurn;255;54;Reiswaffeln Schokolade;1;0.00;1.15
17.05.2025;13:18:10;MM Solothurn;255;54;Rapelli Salametti;1;2.65;6.95
17.05.2025;13:18:10;MM Solothurn;255;54;Bio Landrauchschinken;1;0.00;5.95
17.05.2025;13:18:10;MM Solothurn;255;54;Kalbsplätzli;0.312;6.44;19.30
17.05.2025;13:18:10;MM Solothurn;255;54;Optigal Pouletspiessli;0.260;0.00;9.50
17.05.2025;13:18:10;MM Solothurn;255;54;Blévita mini Paprika;1;0.00;3.00
17.05.2025;13:18:10;MM Solothurn;255;54;Sél Mandeln Piment;1;0.00;4.95
17.05.2025;13:18:10;MM Solothurn;255;54;Bonus-Coupon 2x;1;0;0
10.05.2025;13:43:34;MM Solothurn;257;141;MBud Bananen;0.808;0.00;1.05
10.05.2025;13:43:34;MM Solothurn;257;141;Karotten;1;0.00;1.30
10.05.2025;13:43:34;MM Solothurn;257;141;Äpfel Braeburn;1.313;0.00;4.20
10.05.2025;13:43:34;MM Solothurn;257;141;Rhabarber;0.667;1.33;4.20
10.05.2025;13:43:34;MM Solothurn;257;141;Spargeln grün Europa;1;0.00;10.95
10.05.2025;13:43:34;MM Solothurn;257;141;Tomaten Aromatico;1;0.00;3.30
10.05.2025;13:43:34;MM Solothurn;257;141;Gurke;1;0.00;1.50
10.05.2025;13:43:34;MM Solothurn;257;141;Nüsslisalat;1;0.00;3.25
10.05.2025;13:43:34;MM Solothurn;257;141;Butterzopf;1;0.00;3.90
10.05.2025;13:43:34;MM Solothurn;257;141;Kuchenteig rund;1;0.00;1.70
10.05.2025;13:43:34;MM Solothurn;257;141;MClass Roggenvollkorn;1;0.00;1.80
10.05.2025;13:43:34;MM Solothurn;257;141;Frische Backhefe;1;0.00;0.30
10.05.2025;13:43:34;MM Solothurn;257;141;Taverna Halloumi 250g;1;0.00;4.80
10.05.2025;13:43:34;MM Solothurn;257;141;Schönrieder Mutschli;0.178;0.00;5.15
10.05.2025;13:43:34;MM Solothurn;257;141;Sbrinz gehobelt;1;0.00;4.10
10.05.2025;13:43:34;MM Solothurn;257;141;MBud Cottage Cheese;1;0.00;4.35
10.05.2025;13:43:34;MM Solothurn;257;141;Gruyere rezent;0.262;0.86;4.90
10.05.2025;13:43:34;MM Solothurn;257;141;Valflora Crème Fraîche;1;0.00;2.25
10.05.2025;13:43:34;MM Solothurn;257;141;Olma Bratwurst;1;2.95;8.90
10.05.2025;13:43:34;MM Solothurn;257;141;MBud Rohschinken;1;0.00;3.25
10.05.2025;13:43:34;MM Solothurn;257;141;MBud Rindsvoressen;0.367;0.00;7.80
10.05.2025;13:43:34;MM Solothurn;257;141;MBud Rindsvoressen;0.374;0.00;7.95
10.05.2025;13:43:34;MM Solothurn;257;141;MBud Rindsvoressen;0.388;0.00;8.25
10.05.2025;13:43:34;MM Solothurn;257;141;MBud Rindsvoressen;0.374;0.00;7.95
10.05.2025;13:43:34;MM Solothurn;257;141;JuraSel jod.+fluor.1kg;2;0.00;2.10
10.05.2025;13:43:34;MM Solothurn;257;141;Alnatura Couscous;1;0.00;2.15
10.05.2025;13:43:34;MM Solothurn;257;141;Heinz Ketchup 500ml;1;0.66;2.64
10.05.2025;13:43:34;MM Solothurn;257;141;Blévita mini Paprika;1;0.00;3.00
10.05.2025;13:43:34;MM Solothurn;257;141;NON Panaché 50cl;1;0.00;1.95
10.05.2025;13:43:34;MM Solothurn;257;141;NON Lager 6x50cl;1;0.00;10.95
10.05.2025;13:43:34;MM Solothurn;257;141;Emilio Carciofi 125g;1;0.00;3.50
10.05.2025;13:43:34;MM Solothurn;257;141;Zweifel Vaya Bean;1;0.00;3.70
10.05.2025;13:43:34;MM Solothurn;257;141;Handy NFB 1.5L;1;0.00;3.30
10.05.2025;13:43:34;MM Solothurn;257;141;M-Fresh Limone Lime;1;0.00;3.50
10.05.2025;13:43:34;MM Solothurn;257;141;Bonus-Coupon 2x;1;0;0
10.05.2025;13:43:34;MM Solothurn;257;141;CUM10x Pkt Bier;1;0;0
07.05.2025;08:59:24;M Bern Lorraine;255;28;MClass Cottage Che Nat;2;0.00;2.40
03.05.2025;13:47:15;MM Solothurn;257;160;Kiwi Gold;1;0.00;2.80
03.05.2025;13:47:15;MM Solothurn;257;160;MBud Zitronen;1;0.00;1.80
03.05.2025;13:47:15;MM Solothurn;257;160;MBud Bananen;0.692;0.00;0.90
03.05.2025;13:47:15;MM Solothurn;257;160;Äpfel Braeburn;1.031;0.00;3.30
03.05.2025;13:47:15;MM Solothurn;257;160;Spargeln grün Europa;1;3.45;7.50
03.05.2025;13:47:15;MM Solothurn;257;160;Broccoli;0.288;0.00;0.75
03.05.2025;13:47:15;MM Solothurn;257;160;Jungblattsalat;1;0.00;2.95
03.05.2025;13:47:15;MM Solothurn;257;160;Kart.mehligkochend;1;0.00;3.00
03.05.2025;13:47:15;MM Solothurn;257;160;Gurke;1;0.00;1.50
03.05.2025;13:47:15;MM Solothurn;257;160;Butterzopf;1;0.00;3.90
03.05.2025;13:47:15;MM Solothurn;257;160;Schönrieder Mutschli;0.203;0.00;5.90
03.05.2025;13:47:15;MM Solothurn;257;160;Tomme la Fleur;1;0.00;5.90
03.05.2025;13:47:15;MM Solothurn;257;160;Wildbachkäse;0.168;0.00;4.45
03.05.2025;13:47:15;MM Solothurn;257;160;Schmelzkäse Gruyère;1;0.00;3.00
03.05.2025;13:47:15;MM Solothurn;257;160;Emmental surchoix;0.274;0.96;4.80
03.05.2025;13:47:15;MM Solothurn;257;160;Sbrinz gehobelt;1;0.00;4.10
03.05.2025;13:47:15;MM Solothurn;257;160;MBud Cottage Cheese;1;0.00;4.35
03.05.2025;13:47:15;MM Solothurn;257;160;Berg Vorzugsbutter;1;0.00;3.25
03.05.2025;13:47:15;MM Solothurn;257;160;Eier Freiland 6x53g+;1;0.00;3.20
03.05.2025;13:47:15;MM Solothurn;257;160;Vanillezucker 4x10g;1;0.00;3.70
03.05.2025;13:47:15;MM Solothurn;257;160;Reiswaffeln Schokolade;2;0.00;2.40
03.05.2025;13:47:15;MM Solothurn;257;160;MClass Haferflöckli;1;0.00;1.40
03.05.2025;13:47:15;MM Solothurn;257;160;MBud Espresso Bohnen;1;0.00;8.70
03.05.2025;13:47:15;MM Solothurn;257;160;Olma Bratwurst;1;0.00;3.95
03.05.2025;13:47:15;MM Solothurn;257;160;MClass Lamm Racks;0.373;5.22;16.06
03.05.2025;13:47:15;MM Solothurn;257;160;MBud Rohschinken;1;0.00;3.00
03.05.2025;13:47:15;MM Solothurn;257;160;Optigal Pouletspiessli;0.251;0.00;9.15
03.05.2025;13:47:15;MM Solothurn;257;160;Condy Knoblauchgurken;3;0.00;9.90
03.05.2025;13:47:15;MM Solothurn;257;160;Blévita mini Paprika;1;0.00;3.00
03.05.2025;13:47:15;MM Solothurn;257;160;Blévita Gruyère;1;0.00;3.95
03.05.2025;13:47:15;MM Solothurn;257;160;Shortbread Highlanders;1;0.00;5.40
03.05.2025;13:47:15;MM Solothurn;257;160;Dubai Style Schokolade;1;0.00;5.95
03.05.2025;13:47:15;MM Solothurn;257;160;+3xPkt.Ges.Sort.;1;0;0
17.04.2025;12:21:36;ALN Passage Sihlquai;254;143;VIE Roggensauerteig;1;0.00;5.60
17.04.2025;12:21:36;ALN Passage Sihlquai;254;143;Viva con Agua laut;1;0.00;1.20
17.04.2025;12:04:01;MM Solothurn;254;29;Äpfel Boskoop;1.587;0.00;5.00
17.04.2025;12:04:01;MM Solothurn;254;29;M-Drink UHT Brik 12x1l;1;2.70;15.30
17.04.2025;12:04:01;MM Solothurn;254;29;Kuchenteig rund;1;0.00;1.70
17.04.2025;12:04:01;MM Solothurn;254;29;Reiswaffeln Schokolade;2;0.00;2.40
17.04.2025;12:04:01;MM Solothurn;254;29;MClass Haferflöckli;1;0.00;1.40
17.04.2025;12:04:01;MM Solothurn;254;29;Seeländerli;1;0.00;4.00
17.04.2025;12:04:01;MM Solothurn;254;29;MClass Pflanzenölcreme;1;0.00;5.95
17.04.2025;12:04:01;MM Solothurn;254;29;MClass Senf scharf;1;0.00;1.25
17.04.2025;12:04:01;MM Solothurn;254;29;Dubai Style Schokolade;1;0.00;5.95
17.04.2025;12:04:01;MM Solothurn;254;29;Zweifel Vaya Bean;1;0.00;3.70
17.04.2025;12:04:01;MM Solothurn;254;29;Bonus-Coupon 2x;1;0;0
17.04.2025;12:04:01;MM Solothurn;254;29;CUM +3xPkt.Ges.Sort.;1;0;0
05.04.2025;13:01:33;MM Solothurn;253;73;MBud Rindsvoressen;0.348;0.00;7.40
05.04.2025;13:01:33;MM Solothurn;253;73;MBud Rindsvoressen;0.304;0.00;6.45
05.04.2025;13:01:33;MM Solothurn;253;73;MBud Rindsvoressen;0.374;0.00;7.95
05.04.2025;12:58:44;MM Solothurn;255;62;Bio Zitronen;1;0.00;1.00
05.04.2025;12:58:44;MM Solothurn;255;62;Fairtrade Limetten;2;0.00;1.20
05.04.2025;12:58:44;MM Solothurn;255;62;MBud Bananen;0.769;0.00;1.00
05.04.2025;12:58:44;MM Solothurn;255;62;Bio Blondorangen;0.267;0.00;0.60
05.04.2025;12:58:44;MM Solothurn;255;62;Extra Blutorangen;0.271;0.00;0.95
05.04.2025;12:58:44;MM Solothurn;255;62;Nüsslisalat;1;0.00;3.25
05.04.2025;12:58:44;MM Solothurn;255;62;Äpfel Boskoop;1.730;0.00;5.45
05.04.2025;12:58:44;MM Solothurn;255;62;Schmelzkäse Gruyère;1;0.00;3.00
05.04.2025;12:58:44;MM Solothurn;255;62;Butterzopf;1;0.00;3.90
05.04.2025;12:58:44;MM Solothurn;255;62;Kuchenteig rund;1;0.34;1.36
05.04.2025;12:58:44;MM Solothurn;255;62;MBud Blätterteig;1;0.00;2.70
05.04.2025;12:58:44;MM Solothurn;255;62;Flammkuchenteig;1;0.53;2.12
05.04.2025;12:58:44;MM Solothurn;255;62;Valflora Crème Fraîche;1;0.00;2.85
05.04.2025;12:58:44;MM Solothurn;255;62;Berg Vorzugsbutter;1;0.00;3.25
05.04.2025;12:58:44;MM Solothurn;255;62;Eier Freiland 6x53g+;1;0.00;3.20
05.04.2025;12:58:44;MM Solothurn;255;62;Kart.mehligkochend;1;0.00;3.00
05.04.2025;12:58:44;MM Solothurn;255;62;Reiswaffeln Schokolade;2;0.00;2.40
05.04.2025;12:58:44;MM Solothurn;255;62;Bratspeck;0.277;1.66;6.10
05.04.2025;12:58:44;MM Solothurn;255;62;Olma Bratwurst;1;0.00;3.95
05.04.2025;12:58:44;MM Solothurn;255;62;MClass Lamm Racks;0.462;8.09;18.25
05.04.2025;12:58:44;MM Solothurn;255;62;Freixenet alkoholfrei;1;0.00;8.95
05.04.2025;12:58:44;MM Solothurn;255;62;Fever Tree Mediterrane;1;0.00;6.00
05.04.2025;12:58:44;MM Solothurn;255;62;Alnatura Grapefruits.;1;0.00;3.50
05.04.2025;12:58:44;MM Solothurn;255;62;Bier Lager Alkoholfrei;2;0.00;1.20
05.04.2025;12:58:44;MM Solothurn;255;62;G'nuine Zero 700ml;1;0.00;24.95
05.04.2025;12:58:44;MM Solothurn;255;62;Créa d'Or Amande Noire;1;0.00;4.40
05.04.2025;12:58:44;MM Solothurn;255;62;MClass Kichererbsen;1;0.00;1.20
05.04.2025;12:58:44;MM Solothurn;255;62;Spargeln weiss;1;0.00;8.95
05.04.2025;12:58:44;MM Solothurn;255;62;Buns mit Sesam;1;0.00;1.90
05.04.2025;12:58:44;MM Solothurn;255;62;Coaties Cappu.Mandel;1;0.00;3.95
05.04.2025;12:58:44;MM Solothurn;255;62;Beyond Burger;1;0.00;5.95
05.04.2025;12:58:44;MM Solothurn;255;62;HM Sup Ultra Spülglanz;1;0.00;5.50
05.04.2025;12:58:44;MM Solothurn;255;62;Swiss Angus Burger;3;0.00;24.60
05.04.2025;12:58:44;MM Solothurn;255;62;Dennys Ofenfrites;1;0.00;6.10
05.04.2025;12:58:44;MM Solothurn;255;62;CUM +2xPkt.Ges.Sort.;1;0;0
22.03.2025;13:13:53;MM Solothurn;257;143;Rispentomaten;0.125;0.00;0.25
22.03.2025;13:13:53;MM Solothurn;257;143;Äpfel Braeburn;0.984;0.00;3.10
22.03.2025;13:13:53;MM Solothurn;257;143;Äpfel Boskoop;1.587;0.00;5.00
22.03.2025;13:13:53;MM Solothurn;257;143;MBud Bananen;0.731;0.00;0.95
22.03.2025;13:13:53;MM Solothurn;257;143;Broccoli;0.442;0.00;1.15
22.03.2025;13:13:53;MM Solothurn;257;143;Kart. Festkochend 1 kg;1;0.00;1.50
22.03.2025;13:13:53;MM Solothurn;257;143;Butterzopf;1;0.00;3.90
22.03.2025;13:13:53;MM Solothurn;257;143;Flammkuchenteig;1;0.00;2.65
22.03.2025;13:13:53;MM Solothurn;257;143;Kuchenteig rund;1;0.00;1.70
22.03.2025;13:13:53;MM Solothurn;257;143;Schönrieder Mutschli;0.217;0.00;6.30
22.03.2025;13:13:53;MM Solothurn;257;143;Wildbachkäse;0.181;0.00;4.80
22.03.2025;13:13:53;MM Solothurn;257;143;Schwarzenburgerli;1;0.00;6.20
22.03.2025;13:13:53;MM Solothurn;257;143;Sbrinz gehobelt;1;0.00;4.10
22.03.2025;13:13:53;MM Solothurn;257;143;Alfredo Mozzarella;1;0.00;1.65
22.03.2025;13:13:53;MM Solothurn;257;143;Valflora Vollrahm;1;0.00;4.40
22.03.2025;13:13:53;MM Solothurn;257;143;Berg Vorzugsbutter;1;0.00;3.25
22.03.2025;13:13:53;MM Solothurn;257;143;Valflora Crème Fraîche;1;0.00;2.85
22.03.2025;13:13:53;MM Solothurn;257;143;Eier Freiland 6x53g+;1;0.00;3.20
22.03.2025;13:13:53;MM Solothurn;257;143;Blévita mini Paprika;2;1.20;4.80
22.03.2025;13:13:53;MM Solothurn;257;143;Blévita Gruyère;3;1.80;10.05
22.03.2025;13:13:53;MM Solothurn;257;143;Créa d'Or Zitronensch.;1;0.60;3.10
22.03.2025;13:13:53;MM Solothurn;257;143;MClass Haferflöckli;1;0.00;1.40
22.03.2025;13:13:53;MM Solothurn;257;143;MBud Espresso Bohnen;2;0.00;14.40
22.03.2025;13:13:53;MM Solothurn;257;143;MBud Bratspeck;0.173;0.00;3.20
22.03.2025;13:13:53;MM Solothurn;257;143;Sélec Rindsfilet;0.142;5.60;11.30
22.03.2025;13:13:53;MM Solothurn;257;143;Bio Senf grobkörnig;1;0.00;2.35
22.03.2025;13:13:53;MM Solothurn;257;143;MClass Senf scharf;1;0.00;1.25
22.03.2025;13:13:53;MM Solothurn;257;143;Rindshackfleisch;0.506;1.52;8.10
22.03.2025;13:13:53;MM Solothurn;257;143;Café de Paris;1;0.00;3.90
22.03.2025;13:13:53;MM Solothurn;257;143;Pouletschnitzel;0.377;0.00;12.45
22.03.2025;13:13:53;MM Solothurn;257;143;Party Sticks Thym.240g;1;1.25;4.95
22.03.2025;13:13:53;MM Solothurn;257;143;Feldschlösschen 6x50cl;1;0.00;11.50
22.03.2025;13:13:53;MM Solothurn;257;143;Condy Knoblauchgurken;2;0.00;6.60
22.03.2025;13:13:53;MM Solothurn;257;143;MClass Oliven Peperoni;1;0.00;2.90
22.03.2025;13:13:53;MM Solothurn;257;143;Zweifel Vaya Bean;1;0.00;3.70
22.03.2025;13:13:53;MM Solothurn;257;143;N°25 Käsefolie;1;0.00;3.95
22.03.2025;13:13:53;MM Solothurn;257;143;HM Regeneriersalz;1;0.00;1.10
22.03.2025;13:13:53;MM Solothurn;257;143;Bonus-Coupon 2x;1;0;0
22.03.2025;13:13:53;MM Solothurn;257;143;CUM +3xPkt.Ges.Sort.;1;0;0
11.03.2025;08:58:17;M Passage Sihlquai;261;165;Blévita Gruyère;1;0.00;3.95
08.03.2025;14:22:50;M Solothurn Öufi;252;53;Stimorol Mint Mix;1;0.00;5.95
08.03.2025;14:22:50;M Solothurn Öufi;252;53;Stimorol Spearmint;1;0.00;4.95
08.03.2025;13:15:09;MM Solothurn;251;139;Äpfel Boskoop;1.476;0.00;4.65
08.03.2025;13:15:09;MM Solothurn;251;139;Nüsslisalat;1;0.00;3.25
08.03.2025;13:15:09;MM Solothurn;251;139;Bio Kartoffeln mehlig.;1;0.00;2.90
08.03.2025;13:15:09;MM Solothurn;251;139;Butterzopf;1;0.00;3.90
08.03.2025;13:15:09;MM Solothurn;251;139;Kuchenteig rund;1;0.00;1.70
08.03.2025;13:15:09;MM Solothurn;251;139;Emmentaler mild;0.276;0.94;3.75
08.03.2025;13:15:09;MM Solothurn;251;139;MClass Cottage Cheese;1;0.00;1.85
08.03.2025;13:15:09;MM Solothurn;251;139;Sbrinz Bröckli;1;0.00;3.50
08.03.2025;13:15:09;MM Solothurn;251;139;MClass Haferflöckli;1;0.00;1.40
