Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Aktion;Umsatz
20.07.2024;12:31:54;MM Solothurn;257;117;Radieschen;1;0.00;1.60
20.07.2024;12:31:54;MM Solothurn;257;117;Bohnen;1;0.00;4.70
20.07.2024;12:31:54;MM Solothurn;257;117;Schönrieder Mutschli;0.177;0.00;5.05
20.07.2024;12:31:54;MM Solothurn;257;117;Sélec Mini Burrata;1;0.00;5.80
20.07.2024;12:31:54;MM Solothurn;257;117;Alfredo Mozzarelline;1;0.00;2.50
20.07.2024;12:31:54;MM Solothurn;257;117;Gruyère Reibkäse;1;1.65;6.45
20.07.2024;12:31:54;MM Solothurn;257;117;Berg Vorzugsbutter;1;0.00;3.25
20.07.2024;12:31:54;MM Solothurn;257;117;MBud Mandeln;1;0.00;3.00
20.07.2024;12:31:54;MM Solothurn;257;117;Reiswaffeln Schokolade;1;0.00;1.20
20.07.2024;12:31:54;MM Solothurn;257;117;MClass Kuchenteig;1;0.00;1.70
20.07.2024;12:31:54;MM Solothurn;257;117;MClass Haferflöckli;2;0.00;3.00
20.07.2024;12:31:54;MM Solothurn;257;117;Olma Bratwurst;1;0.00;3.95
20.07.2024;12:31:54;MM Solothurn;257;117;Rinds-Bratwurst;1;0.00;4.90
20.07.2024;12:31:54;MM Solothurn;257;117;MClass Lamm Racks;0.438;7.95;16.15
20.07.2024;12:31:54;MM Solothurn;257;117;Gazi Halloumi;1;0.00;4.95
20.07.2024;12:31:54;MM Solothurn;257;117;Blévita mini Paprika;2;0.00;6.00
20.07.2024;12:31:54;MM Solothurn;257;117;Zweifel Vaya Bean;1;0.00;3.95
20.07.2024;12:31:54;MM Solothurn;257;117;SchweppesTonic&Hibisk.;1;0.00;7.80
20.07.2024;12:31:54;MM Solothurn;257;117;NON Lager 6x50cl;1;0.00;10.95
20.07.2024;12:31:54;MM Solothurn;257;117;Optimum Mü-/Flie.stopp;1;0.00;5.50
20.07.2024;12:31:54;MM Solothurn;257;117;HM Regeneriersalz;1;0.00;1.10
20.07.2024;12:31:54;MM Solothurn;257;117;Bonus-Coupon 2x;1;0;0
20.07.2024;12:31:54;MM Solothurn;257;117;CUM +3xPkt.Ges.Sort.;1;0;0
20.07.2024;12:31:54;MM Solothurn;257;117;CUM10x Pkt Käse;1;0;0
20.07.2024;10:48:21;D+G MParc Langenthal;001;95;ST. Telescopic Hydro C;1;0.00;79.95
20.07.2024;10:48:21;D+G MParc Langenthal;001;95;CUM_-10% Do it Sort;1;0;-8.00
18.07.2024;17:20:39;M Passage Sihlquai;258;445;Al Fez Oriental Bread;1;0.00;2.90
18.07.2024;17:20:39;M Passage Sihlquai;258;445;Gazi Halloumi;1;0.00;4.95
06.07.2024;13:59:24;MM Solothurn;256;97;Extra Kirschen;0.189;1.04;1.80
06.07.2024;13:59:24;MM Solothurn;256;97;Cherrytomaten gemischt;1;0.00;5.50
06.07.2024;13:59:24;MM Solothurn;256;97;Bio Heidelbeeren;0.203;0.00;3.75
06.07.2024;13:59:24;MM Solothurn;256;97;Pfirsiche flach;0.506;0.00;2.00
06.07.2024;13:59:24;MM Solothurn;256;97;MBud Bananen;0.654;0.00;0.85
06.07.2024;13:59:24;MM Solothurn;256;97;Karotten;1;0.00;2.30
06.07.2024;13:59:24;MM Solothurn;256;97;Birnen Abate Fetel;0.670;0.00;2.95
06.07.2024;13:59:24;MM Solothurn;256;97;Radieschen;1;0.00;1.60
06.07.2024;13:59:24;MM Solothurn;256;97;Sélec Schokokuchen;1;1.80;7.15
06.07.2024;13:59:24;MM Solothurn;256;97;Butterzopf;1;0.00;3.90
06.07.2024;13:59:24;MM Solothurn;256;97;Bio Roggenbrot;1;0.00;3.95
06.07.2024;13:59:24;MM Solothurn;256;97;Vollkorn-Landbrot;1;0.00;3.50
06.07.2024;13:59:24;MM Solothurn;256;97;MBud Blätterteig;1;0.00;2.70
06.07.2024;13:59:24;MM Solothurn;256;97;Sélec Mini Burrata;1;0.00;5.80
06.07.2024;13:59:24;MM Solothurn;256;97;M-Drink UHT Brik 12x1l;1;0.00;16.30
06.07.2024;13:59:24;MM Solothurn;256;97;MBud Cottage Cheese;1;0.00;4.10
06.07.2024;13:59:24;MM Solothurn;256;97;Reiswaffeln Schokolade;1;0.00;1.20
06.07.2024;13:59:24;MM Solothurn;256;97;MClass Haferflöckli;1;0.00;1.50
06.07.2024;13:59:24;MM Solothurn;256;97;Rinds-Bratwurst;1;0.00;4.90
06.07.2024;13:59:24;MM Solothurn;256;97;Pouletspiessli;0.295;0.00;10.75
06.07.2024;13:59:24;MM Solothurn;256;97;NON Lager 6x50cl;1;0.00;10.95
06.07.2024;13:59:24;MM Solothurn;256;97;Blévita Gruyère;1;0.00;3.95
06.07.2024;13:59:24;MM Solothurn;256;97;Blévita mini Paprika;2;0.00;6.00
05.07.2024;14:17:46;MM Solothurn;252;49;Zweifel Vaya Bean;1;0.00;3.95
05.07.2024;14:17:46;MM Solothurn;252;49;Valflora Vollrahm UHT;1;0.00;3.45
05.07.2024;14:17:46;MM Solothurn;252;49;Sun Queen Walnusskerne;1;0.00;3.70
05.07.2024;14:17:46;MM Solothurn;252;49;Valflora saurer Halbr.;1;0.00;1.65
05.07.2024;14:17:46;MM Solothurn;252;49;Frühkartoffeln;1;0.95;2.95
05.07.2024;14:17:46;MM Solothurn;252;49;Erdbeeren;1;1.55;4.95
29.06.2024;15:58:37;MM Solothurn;257;170;Heidelbeeren;1;1.55;3.95
29.06.2024;15:58:37;MM Solothurn;257;170;MBud Bananen;0.731;0.00;0.95
29.06.2024;15:58:37;MM Solothurn;257;170;Äpfel Braeburn;1.088;0.00;3.70
29.06.2024;15:58:37;MM Solothurn;257;170;Broccoli;0.436;0.00;2.40
29.06.2024;15:58:37;MM Solothurn;257;170;Tomaten Aromatico;1;0.00;3.60
29.06.2024;15:58:37;MM Solothurn;257;170;Extra T. Sweet Cherry;0.215;0.75;2.80
29.06.2024;15:58:37;MM Solothurn;257;170;Butterzopf;1;0.00;3.90
29.06.2024;15:58:37;MM Solothurn;257;170;Stockhornmutschli;0.193;0.00;5.80
29.06.2024;15:58:37;MM Solothurn;257;170;Emmentaler mild;0.221;0.00;3.75
29.06.2024;15:58:37;MM Solothurn;257;170;Sélec Burrata;1;0.00;4.10
29.06.2024;15:58:37;MM Solothurn;257;170;Alfredo Mozzarelline;1;0.00;2.50
29.06.2024;15:58:37;MM Solothurn;257;170;Saint Agur;1;0.00;3.75
29.06.2024;15:58:37;MM Solothurn;257;170;Drei Seen Käse;0.169;0.00;5.25
29.06.2024;15:58:37;MM Solothurn;257;170;Charmeur;0.208;0.00;6.85
29.06.2024;15:58:37;MM Solothurn;257;170;Valflora Vorzugsbutter;1;0.00;1.90
29.06.2024;15:58:37;MM Solothurn;257;170;Eier CH Respeggt;1;0.00;3.90
29.06.2024;15:58:37;MM Solothurn;257;170;Olma Bratwurst;1;2.90;8.95
29.06.2024;15:58:37;MM Solothurn;257;170;Rindshohrücken;0.205;2.05;11.30
29.06.2024;15:58:37;MM Solothurn;257;170;Rindshohrücken;0.220;2.20;12.10
29.06.2024;15:58:37;MM Solothurn;257;170;Zweifel Vaya Bean;1;0.00;3.95
29.06.2024;15:58:37;MM Solothurn;257;170;MBud Eisbergsalat;1;0.60;1.20
29.06.2024;15:58:37;MM Solothurn;257;170;Fairtrade Bananen mini;1;1.05;2.15
29.06.2024;15:58:37;MM Solothurn;257;170;Pfirsich gelbfleischig;0.447;0.55;1.15
29.06.2024;15:58:37;MM Solothurn;257;170;MNY VAO Strong 08;1;0.00;11.95
29.06.2024;15:58:37;MM Solothurn;257;170;Molfina Micro;1;0.00;2.70
29.06.2024;15:58:37;MM Solothurn;257;170;Bonus-Coupon 2x;1;0;0
22.06.2024;13:37:08;MM Solothurn;257;131;Bio Heidelbeeren;1;1.25;3.70
22.06.2024;13:37:08;MM Solothurn;257;131;Erdbeeren;1;0.00;6.50
22.06.2024;13:37:08;MM Solothurn;257;131;Pfirsich gelbfleischig;0.632;0.00;2.40
22.06.2024;13:37:08;MM Solothurn;257;131;MBud Bananen;0.692;0.00;0.90
22.06.2024;13:37:08;MM Solothurn;257;131;Äpfel Diwa;0.949;0.00;3.75
22.06.2024;13:37:08;MM Solothurn;257;131;Broccoli;0.382;0.00;2.10
22.06.2024;13:37:08;MM Solothurn;257;131;Kart.mehligkochend;1;0.00;2.00
22.06.2024;13:37:08;MM Solothurn;257;131;Sélec Mini Burrata;1;0.00;5.80
22.06.2024;13:37:08;MM Solothurn;257;131;MBud Cottage Cheese;1;0.00;4.10
22.06.2024;13:37:08;MM Solothurn;257;131;Reiswaffeln Schokolade;1;0.00;1.20
22.06.2024;13:37:08;MM Solothurn;257;131;MBud Espresso Bohnen;1;0.00;6.95
22.06.2024;13:37:08;MM Solothurn;257;131;MClass Lamm Racks;0.372;3.16;17.30
22.06.2024;13:37:08;MM Solothurn;257;131;Rindshohrückensteak;0.218;0.00;14.15
22.06.2024;13:37:08;MM Solothurn;257;131;MClass Senf scharf;1;0.00;1.25
22.06.2024;13:37:08;MM Solothurn;257;131;NON Lager 6x50cl;1;0.00;10.95
22.06.2024;13:37:08;MM Solothurn;257;131;Zweifel Vaya Bean;1;0.00;3.95
22.06.2024;13:37:08;MM Solothurn;257;131;CR2032 Twinpack;1;0.00;8.95
22.06.2024;13:37:08;MM Solothurn;257;131;Acti Magnesium Zitrone;1;0.00;5.95
22.06.2024;13:37:08;MM Solothurn;257;131;Kneipp Magnesium;1;0.00;5.95
22.06.2024;13:37:08;MM Solothurn;257;131;Bonus-Coupon 2x;1;0;0
18.06.2024;14:52:13;MM Solothurn;255;49;Feldschlösschen 6x50cl;1;0.00;11.50
17.06.2024;17:12:40;MM Solothurn;481;167;Cewe Fotobuch;1;0.00;39.95
15.06.2024;15:30:33;MM Solothurn;257;191;Cherrytomaten gemischt;1;0.00;4.95
15.06.2024;15:30:33;MM Solothurn;257;191;Extra Kiwi essreif;3;0.00;2.40
15.06.2024;15:30:33;MM Solothurn;257;191;MBud Bananen;0.962;0.00;1.25
15.06.2024;15:30:33;MM Solothurn;257;191;Bio Spargeln grün;1;0.00;8.90
15.06.2024;15:30:33;MM Solothurn;257;191;Gurke;1;0.00;1.80
15.06.2024;15:30:33;MM Solothurn;257;191;Eier CH Respeggt;1;0.00;3.90
15.06.2024;15:30:33;MM Solothurn;257;191;MClass Haferflöckli;2;0.00;3.00
15.06.2024;15:30:33;MM Solothurn;257;191;MBud Espresso Bohnen;1;0.00;6.95
15.06.2024;15:30:33;MM Solothurn;257;191;Olma Bratwurst;2;0.00;7.90
15.06.2024;15:30:33;MM Solothurn;257;191;Optigal Pouletspiessli;0.236;0.00;8.60
15.06.2024;15:30:33;MM Solothurn;257;191;Grillschnecken Mix;0.367;2.57;8.45
15.06.2024;15:30:33;MM Solothurn;257;191;Emilio Carciofi 125g;2;0.00;7.00
15.06.2024;15:30:33;MM Solothurn;257;191;Blévita mini Paprika;2;0.00;6.00
15.06.2024;15:30:33;MM Solothurn;257;191;Bonus-Coupon 2x;1;0;0
15.06.2024;15:30:33;MM Solothurn;257;191;CUM10x Pkt Eier inkl. Migros-B;1;0;0
08.06.2024;14:33:52;MM Solothurn;257;164;Marzipan Weiss;1;0.00;1.35
08.06.2024;14:33:52;MM Solothurn;257;164;Homemade Crème Patiss.;1;0.00;2.40
08.06.2024;13:46:18;MMM Langendorf;271;165;Bio Heidelbeeren;1;3.30;6.60
08.06.2024;13:46:18;MMM Langendorf;271;165;MBud Bananen;0.692;0.00;0.90
08.06.2024;13:46:18;MMM Langendorf;271;165;Gurke;2;1.50;2.00
08.06.2024;13:46:18;MMM Langendorf;271;165;Cherrytomaten gemischt;1;1.00;3.95
08.06.2024;13:46:18;MMM Langendorf;271;165;Demeter Zitrone;1;0.00;0.50
08.06.2024;13:46:18;MMM Langendorf;271;165;Extra T. Sweet Cherry;0.197;0.00;3.25
08.06.2024;13:46:18;MMM Langendorf;271;165;Bio Bohnen;1;0.00;4.95
08.06.2024;13:46:18;MMM Langendorf;271;165;MClass Kuchenteig;2;0.00;3.40
08.06.2024;13:46:18;MMM Langendorf;271;165;Lenker Bleu;0.103;0.00;4.00
08.06.2024;13:46:18;MMM Langendorf;271;165;Olma Bratwurst;1;0.00;3.95
08.06.2024;13:46:18;MMM Langendorf;271;165;Lenker Kräuterkäse;0.175;0.00;5.35
08.06.2024;13:46:18;MMM Langendorf;271;165;Schönrieder Mutschli;0.175;0.00;5.00
08.06.2024;13:46:18;MMM Langendorf;271;165;MBud Bratspeck;0.175;0.00;3.50
08.06.2024;13:46:18;MMM Langendorf;271;165;Kalbsplätzli;0.174;0.00;14.80
08.06.2024;13:46:18;MMM Langendorf;271;165;Kalbsplätzli;0.228;0.00;19.40
08.06.2024;13:46:18;MMM Langendorf;271;165;Emmentaler mild;0.281;0.98;3.81
08.06.2024;13:46:18;MMM Langendorf;271;165;Berg Vorzugsbutter;1;0.00;3.15
08.06.2024;13:46:18;MMM Langendorf;271;165;MBud Magerquark 500g;1;0.00;1.25
08.06.2024;13:46:18;MMM Langendorf;271;165;MBud Cottage Cheese;1;0.00;4.10
08.06.2024;13:46:18;MMM Langendorf;271;165;Bio aha! Früchtemüesli;1;0.00;5.50
08.06.2024;13:46:18;MMM Langendorf;271;165;Giselle alkoholfrei;1;0.00;16.95
08.06.2024;13:46:18;MMM Langendorf;271;165;Fever Tree Bl. Orange;1;0.00;7.80
08.06.2024;13:46:18;MMM Langendorf;271;165;MClass Mocca Glacé;1;0.00;3.60
08.06.2024;13:46:18;MMM Langendorf;271;165;Tischset;4;0.00;15.80
08.06.2024;13:46:18;MMM Langendorf;271;165;Baseball Kappe;1;0.00;12.95
08.06.2024;13:46:18;MMM Langendorf;271;165;Baseball Kappe;1;0.00;12.95
08.06.2024;13:46:18;MMM Langendorf;271;165;Baseball Kappe;1;0.00;12.95
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 20.-;0;0;-20.00
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 10.-;0;0;-10.00
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 10.-;0;0;-10.00
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 5.-;0;0;-5.00
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 5.-;0;0;-5.00
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 5.-;0;0;-5.00
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 5.-;0;0;-5.00
08.06.2024;13:46:18;MMM Langendorf;271;165;CUMULUS BON 5.-;0;0;-5.00
08.06.2024;13:46:18;MMM Langendorf;271;165;Bonus-Coupon 2x;1;0;0
01.06.2024;13:23:49;MM Solothurn;256;75;Tomaten Aromatico;1;0.00;3.30
01.06.2024;13:23:49;MM Solothurn;256;75;Bio Heidelbeeren;0.251;0.00;4.65
01.06.2024;13:23:49;MM Solothurn;256;75;Extra Kiwi Gold;2;0.00;3.00
01.06.2024;13:23:49;MM Solothurn;256;75;MBud Bananen;0.808;0.00;1.05
01.06.2024;13:23:49;MM Solothurn;256;75;Rhabarber;0.528;0.00;4.20
01.06.2024;13:23:49;MM Solothurn;256;75;Karotten;1;0.00;1.75
01.06.2024;13:23:49;MM Solothurn;256;75;Gurke;1;0.00;1.80
01.06.2024;13:23:49;MM Solothurn;256;75;Äpfel Braeburn;0.544;0.00;1.85
01.06.2024;13:23:49;MM Solothurn;256;75;Spargeln grün fein;1;0.00;4.70
01.06.2024;13:23:49;MM Solothurn;256;75;Butterzopf;1;0.00;3.90
01.06.2024;13:23:49;MM Solothurn;256;75;M-Drink UHT Brik 12x1l;1;2.80;15.80
01.06.2024;13:23:49;MM Solothurn;256;75;MBud Cottage Cheese;1;0.00;4.10
01.06.2024;13:23:49;MM Solothurn;256;75;Le Gruyère Surchoix;0.153;0.77;2.74
01.06.2024;13:23:49;MM Solothurn;256;75;Eier CH Respeggt;1;0.00;3.90
01.06.2024;13:23:49;MM Solothurn;256;75;Vanillezucker 4x10g;1;0.00;3.95
01.06.2024;13:23:49;MM Solothurn;256;75;Sun Queen Walnusskerne;1;0.00;3.70
01.06.2024;13:23:49;MM Solothurn;256;75;Rindshohrücken;0.205;2.67;10.65
01.06.2024;13:23:49;MM Solothurn;256;75;Heinz Bio Ketchup;1;0.85;3.40
01.06.2024;13:23:49;MM Solothurn;256;75;Bio Zitronen;1;0.75;1.45
01.06.2024;13:23:49;MM Solothurn;256;75;HM Regeneriersalz;3;0.00;3.30
01.06.2024;13:23:49;MM Solothurn;256;75;CUM10x Pkt Gurken;1;0;0
01.06.2024;13:23:49;MM Solothurn;256;75;CUM20x Pkt Senf;1;0;0
01.06.2024;13:23:49;MM Solothurn;256;75;1 CHF Coupon;1;0;-1.00
25.05.2024;14:04:27;MM Solothurn;256;78;Rhabarber;0.579;0.00;4.60
25.05.2024;14:04:27;MM Solothurn;256;78;Bio Heidelbeeren;0.254;0.00;4.70
25.05.2024;14:04:27;MM Solothurn;256;78;MBud Bananen;0.885;0.00;1.15
25.05.2024;14:04:27;MM Solothurn;256;78;Äpfel Braeburn;0.809;0.00;2.75
25.05.2024;14:04:27;MM Solothurn;256;78;Tomaten Aromatico;1;0.00;3.30
25.05.2024;14:04:27;MM Solothurn;256;78;Broccoli;0.353;0.00;2.10
25.05.2024;14:04:27;MM Solothurn;256;78;Bio Butterzopf;1;0.00;4.90
25.05.2024;14:04:27;MM Solothurn;256;78;MClass Kuchenteig;1;0.00;1.70
25.05.2024;14:04:27;MM Solothurn;256;78;Bio Roggenbrot;1;0.00;3.95
25.05.2024;14:04:27;MM Solothurn;256;78;Stockhornmutschli;0.182;0.00;5.45
25.05.2024;14:04:27;MM Solothurn;256;78;St. Albray;0.172;0.00;5.60
25.05.2024;14:04:27;MM Solothurn;256;78;Emilio Grana Padano;0.292;1.02;5.55
25.05.2024;14:04:27;MM Solothurn;256;78;Chässchnitte Mütis;1;0.00;7.00
25.05.2024;14:04:27;MM Solothurn;256;78;Bio Joghurt Kirschen;2;0.00;1.90
25.05.2024;14:04:27;MM Solothurn;256;78;Berg Vorzugsbutter;1;0.00;3.15
25.05.2024;14:04:27;MM Solothurn;256;78;Emmentaler mild;0.279;0.84;3.90
25.05.2024;14:04:27;MM Solothurn;256;78;Valflora Vollrahm;1;0.00;4.35
25.05.2024;14:04:27;MM Solothurn;256;78;Valflora Vollrahm UHT;1;0.00;2.05
25.05.2024;14:04:27;MM Solothurn;256;78;MClass IPS Kristallzuc;1;0.00;1.80
25.05.2024;14:04:27;MM Solothurn;256;78;MBud Blätterteig;1;0.00;2.70
25.05.2024;14:04:27;MM Solothurn;256;78;MClass Haferflöckli;1;0.00;1.50
25.05.2024;14:04:27;MM Solothurn;256;78;MBud Espresso Bohnen;1;0.00;6.95
25.05.2024;14:04:27;MM Solothurn;256;78;Olma Bratwurst;2;0.00;7.90
25.05.2024;14:04:27;MM Solothurn;256;78;MClass Entrecôte;0.165;0.00;9.75
25.05.2024;14:04:27;MM Solothurn;256;78;Bio Kapernäpfel fein;1;0.00;2.95
25.05.2024;14:04:27;MM Solothurn;256;78;Condy Champ.Pizzaiola;1;0.00;2.60
25.05.2024;14:04:27;MM Solothurn;256;78;Zweifel Vaya Bean;1;0.00;3.95
25.05.2024;14:04:27;MM Solothurn;256;78;Bonus-Coupon 2x;1;0;0
25.05.2024;14:04:27;MM Solothurn;256;78;CUM +3xPkt.Ges.Sort.;1;0;0
11.05.2024;13:26:53;MM Solothurn;255;46;Bio Heidelbeeren;0.208;0.00;3.85
11.05.2024;13:26:53;MM Solothurn;255;46;Extra Fleischt. farbig;0.508;1.02;3.00
11.05.2024;13:26:53;MM Solothurn;255;46;Bananen;0.500;0.00;1.25
11.05.2024;13:26:53;MM Solothurn;255;46;Bio Eichblattsalat rot;1;1.35;1.45
11.05.2024;13:26:53;MM Solothurn;255;46;Bio Kartoffeln festk.;1;0.00;2.95
11.05.2024;13:26:53;MM Solothurn;255;46;Butterzopf;1;0.00;3.90
11.05.2024;13:26:53;MM Solothurn;255;46;Schmelzkäse Gruyère;1;0.00;2.95
11.05.2024;13:26:53;MM Solothurn;255;46;Elsa Waldbeere Joghurt;2;0.38;1.52
11.05.2024;13:26:53;MM Solothurn;255;46;Elsa Joghurt Rhabarber;2;0.44;1.76
11.05.2024;13:26:53;MM Solothurn;255;46;MClass Jog. Haselnuss;2;0.00;1.30
11.05.2024;13:26:53;MM Solothurn;255;46;Eier CH Respeggt;1;0.00;3.90
11.05.2024;13:26:53;MM Solothurn;255;46;Blévita mini Paprika;2;1.20;4.80
11.05.2024;13:26:53;MM Solothurn;255;46;Mayonnaise française;1;1.15;4.45
11.05.2024;13:26:53;MM Solothurn;255;46;Thomy Senf scharf;1;0.00;1.90
11.05.2024;13:26:53;MM Solothurn;255;46;Olma Bratwurst;1;1.60;6.30
11.05.2024;13:26:53;MM Solothurn;255;46;MClass Lamm Racks;0.441;0.00;24.25
11.05.2024;13:26:53;MM Solothurn;255;46;Schweppes Tonic Pomelo;1;0.00;7.80
11.05.2024;13:26:53;MM Solothurn;255;46;Fever Tree Mediterrane;1;0.00;6.00
11.05.2024;13:26:53;MM Solothurn;255;46;NON Lager 6x50cl;1;0.00;10.95
11.05.2024;13:26:53;MM Solothurn;255;46;Kräuterbonbons zuckerf;1;0.00;4.25
11.05.2024;13:26:53;MM Solothurn;255;46;Zweifel Vaya Bean;1;0.00;3.95
11.05.2024;13:26:53;MM Solothurn;255;46;Spargeln weiss;1;3.30;6.65
11.05.2024;13:26:53;MM Solothurn;255;46;Bio Muskatnuss ganz;1;0.00;4.50
11.05.2024;13:26:53;MM Solothurn;255;46;MClass Stroh 800g;1;0.00;1.70
11.05.2024;13:26:53;MM Solothurn;255;46;Bonus-Coupon 2x;1;0;0
11.05.2024;13:26:53;MM Solothurn;255;46;CUM +3xPkt.Ges.Sort.;1;0;0
11.05.2024;13:26:53;MM Solothurn;255;46;Cumulus 20 -Fach.;1;0;0
04.05.2024;15:26:37;MM Solothurn;481;168;Champignons braun;1;0.00;2.40
04.05.2024;15:26:37;MM Solothurn;481;168;MBud Avocados anger.;1;0.00;1.80
04.05.2024;15:26:37;MM Solothurn;481;168;Demeter Zitrone;1;0.00;0.60
04.05.2024;15:26:37;MM Solothurn;481;168;MBud Bananen;0.577;0.00;0.75
04.05.2024;15:26:37;MM Solothurn;481;168;Äpfel Braeburn;1.353;0.00;4.60
04.05.2024;15:26:37;MM Solothurn;481;168;Broccoli;0.579;0.00;1.65
04.05.2024;15:26:37;MM Solothurn;481;168;Bio Spargeln grün;1;4.40;8.95
04.05.2024;15:26:37;MM Solothurn;481;168;Eichblattsalat rot;1;0.50;1.40
04.05.2024;15:26:37;MM Solothurn;481;168;Gurke;1;0.00;1.40
04.05.2024;15:26:37;MM Solothurn;481;168;Radieschen;1;0.00;1.60
04.05.2024;15:26:37;MM Solothurn;481;168;Schönrieder Mutschli;0.207;0.00;5.90
04.05.2024;15:26:37;MM Solothurn;481;168;Emmentaler mild;0.285;1.00;3.85
04.05.2024;15:26:37;MM Solothurn;481;168;MBud Cottage Cheese;2;0.00;8.20
04.05.2024;15:26:37;MM Solothurn;481;168;Excellence Nature;2;0.00;2.10
04.05.2024;15:26:37;MM Solothurn;481;168;Alfredo Mozzarella;1;0.00;1.65
04.05.2024;15:26:37;MM Solothurn;481;168;MClass Jog. Haselnuss;2;0.00;1.30
04.05.2024;15:26:37;MM Solothurn;481;168;Berg Vorzugsbutter;1;0.00;3.15
04.05.2024;15:26:37;MM Solothurn;481;168;MBud Butter Mödeli;1;0.00;3.40
04.05.2024;15:26:37;MM Solothurn;481;168;MBud Haushaltmehl;1;0.00;1.00
04.05.2024;15:26:37;MM Solothurn;481;168;Reiswaffeln Schokolade;3;1.20;2.40
04.05.2024;15:26:37;MM Solothurn;481;168;MClass Kuchenteig;1;0.00;1.70
04.05.2024;15:26:37;MM Solothurn;481;168;MBud Blätterteig;1;0.00;2.70
04.05.2024;15:26:37;MM Solothurn;481;168;MClass Senf scharf;1;0.00;1.25
04.05.2024;15:26:37;MM Solothurn;481;168;MClass MSC Thon Oel 8x;1;5.65;9.95
04.05.2024;15:26:37;MM Solothurn;481;168;Olma Bratwurst;1;0.00;3.95
04.05.2024;15:26:37;MM Solothurn;481;168;MBud Rohschinken;1;0.00;4.40
04.05.2024;15:26:37;MM Solothurn;481;168;Rindsfilet;0.270;4.05;22.15
04.05.2024;15:26:37;MM Solothurn;481;168;Kalbsplätzli;0.208;0.00;17.70
04.05.2024;15:26:37;MM Solothurn;481;168;Zweifel Vaya Bean;1;0.00;3.95
04.05.2024;15:26:37;MM Solothurn;481;168;Granatapfel;1;1.30;0.65
04.05.2024;15:26:37;MM Solothurn;481;168;Demeter Zitrone;1;0.20;0.40
04.05.2024;15:26:37;MM Solothurn;481;168;Klx Original Quattro;1;0.00;6.40
04.05.2024;15:26:37;MM Solothurn;481;168;Bonus-Coupon 2x;1;0;0
27.04.2024;14:25:07;MM Solothurn;257;150;Champignons braun;0.170;0.00;1.70
27.04.2024;14:25:07;MM Solothurn;257;150;Heidelbeeren;1;0.00;1.00
27.04.2024;14:25:07;MM Solothurn;257;150;MBud Bananen;0.538;0.00;0.70
27.04.2024;14:25:07;MM Solothurn;257;150;Äpfel Braeburn;1.250;0.75;3.50
27.04.2024;14:25:07;MM Solothurn;257;150;Broccoli;0.409;0.00;1.35
27.04.2024;14:25:07;MM Solothurn;257;150;Butterzopf;1;0.00;3.90
27.04.2024;14:25:07;MM Solothurn;257;150;MClass Kuchenteig;1;0.00;1.70
27.04.2024;14:25:07;MM Solothurn;257;150;Stockhornmutschli;0.190;0.00;5.70
27.04.2024;14:25:07;MM Solothurn;257;150;Höhlengold Gruyère;0.256;0.00;7.80
27.04.2024;14:25:07;MM Solothurn;257;150;Excellence Nature;2;0.00;2.10
27.04.2024;14:25:07;MM Solothurn;257;150;MClass Jog. Haselnuss;2;0.00;1.30
27.04.2024;14:25:07;MM Solothurn;257;150;Galbani Ricotta Cremos;1;0.00;3.30
27.04.2024;14:25:07;MM Solothurn;257;150;Solothurner Eier 53g+;1;0.00;3.95
27.04.2024;14:25:07;MM Solothurn;257;150;Reiswaffeln Schokolade;1;0.00;1.20
27.04.2024;14:25:07;MM Solothurn;257;150;MClass Haferflöckli;1;0.00;1.50
27.04.2024;14:25:07;MM Solothurn;257;150;Landrauchschinken;0.094;0.00;5.60
27.04.2024;14:25:07;MM Solothurn;257;150;Poulet Minifilet;0.303;1.67;9.25
27.04.2024;14:25:07;MM Solothurn;257;150;Swiss Angus Burger;2;0.00;16.40
27.04.2024;14:25:07;MM Solothurn;257;150;CUM +3xPkt.Ges.Sort.;1;0;0
20.04.2024;14:28:36;MM Solothurn;251;151;Rhabarber;0.679;1.15;4.55
20.04.2024;14:28:36;MM Solothurn;251;151;Bio Heidelbeeren;0.187;0.00;3.65
20.04.2024;14:28:36;MM Solothurn;251;151;Spargeln grün Europa;1;3.45;6.50
20.04.2024;14:28:36;MM Solothurn;251;151;Mango essreif;1;0.00;2.40
20.04.2024;14:28:36;MM Solothurn;251;151;MBud Bananen;0.885;0.00;1.15
20.04.2024;14:28:36;MM Solothurn;251;151;Broccoli;0.394;0.00;1.30
20.04.2024;14:28:36;MM Solothurn;251;151;Karotten;1;0.80;1.00
20.04.2024;14:28:36;MM Solothurn;251;151;Kart.mehligkochend;1;0.00;2.00
20.04.2024;14:28:36;MM Solothurn;251;151;Nüsslisalat;1;0.00;2.90
20.04.2024;14:28:36;MM Solothurn;251;151;Cheesecake Erdbeere;1;1.15;2.35
