Datum;Zeit;Filiale;Kassennummer;Transaktionsnummer;Artikel;Menge;Aktion;Umsatz
04.02.2023;14:04:13;MM Solothurn;481;126;Depot  ZYLINDER;1;0.00;10.00
04.02.2023;14:04:13;MM Solothurn;481;126;Depot retour Zylinder;1;0.00;-10.00
28.01.2023;13:08:12;MM Solothurn;257;116;Bio Kiwi Gold;1;0.00;3.60
28.01.2023;13:08:12;MM Solothurn;257;116;Mango essreif;1;0.00;1.65
28.01.2023;13:08:12;MM Solothurn;257;116;Passionsfrucht;1;0.00;1.00
28.01.2023;13:08:12;MM Solothurn;257;116;Broccoli;0.456;0.00;1.30
28.01.2023;13:08:12;MM Solothurn;257;116;IP Kart.mehligkochend;1;0.00;1.80
28.01.2023;13:08:12;MM Solothurn;257;116;Karotten;1;0.00;1.50
28.01.2023;13:08:12;MM Solothurn;257;116;Bio Saisonsalat Winter;1;0.00;2.80
28.01.2023;13:08:12;MM Solothurn;257;116;Butterzopf;1;0.00;2.90
28.01.2023;13:08:12;MM Solothurn;257;116;MClass Kuchenteig;1;0.00;1.70
28.01.2023;13:08:12;MM Solothurn;257;116;Le Gruyère Surchoix;0.150;0.00;3.45
28.01.2023;13:08:12;MM Solothurn;257;116;Raclette Sch. Muetis;1;0.00;7.00
28.01.2023;13:08:12;MM Solothurn;257;116;Bio Joghurt Vanille;4;0.00;3.80
28.01.2023;13:08:12;MM Solothurn;257;116;Elsa Waldbeere Joghurt;2;0.00;1.90
28.01.2023;13:08:12;MM Solothurn;257;116;Berg Vorzugsbutter;1;0.00;3.05
28.01.2023;13:08:12;MM Solothurn;257;116;Valflora Vollrahm;1;0.00;4.40
28.01.2023;13:08:12;MM Solothurn;257;116;MBud Bratspeck;0.212;0.00;3.80
28.01.2023;13:08:12;MM Solothurn;257;116;Rindsfilet;0.174;3.48;13.75
28.01.2023;13:08:12;MM Solothurn;257;116;Pouletschnitzel 2 Stk.;0.377;2.07;10.75
28.01.2023;13:08:12;MM Solothurn;257;116;Bio Forellenfilet;1;0.00;6.50
28.01.2023;13:08:12;MM Solothurn;257;116;MBud Spearmint 154g;2;0.00;5.80
28.01.2023;13:08:12;MM Solothurn;257;116;Elmex Repair&Prev Duo;1;3.20;12.60
28.01.2023;13:08:12;MM Solothurn;257;116;Kneipp Badesalz;1;2.38;7.12
28.01.2023;13:08:12;MM Solothurn;257;116;Bonus-Coupon 2x;1;0;0
27.01.2023;17:55:11;MM Solothurn;253;71;Feldschlösschen 6x50cl;2;0.00;23.00
27.01.2023;17:55:11;MM Solothurn;253;71;Feldschlösschen 6x50cl;-2;0.00;-23.00
27.01.2023;17:55:11;MM Solothurn;253;71;Feldschlösschen 6x50cl;1;0.00;11.50
27.01.2023;17:55:11;MM Solothurn;253;71;Zweifel Vaya Bean;1;0.00;3.95
27.01.2023;17:55:11;MM Solothurn;253;71;Ravensburger Quartette;1;0.00;3.95
21.01.2023;13:21:09;MM Solothurn;257;114;MClass Freiland Mix;1;0.00;2.95
21.01.2023;13:21:09;MM Solothurn;257;114;Bio Zitrone;1;0.00;0.70
21.01.2023;13:21:09;MM Solothurn;257;114;Mango;1;0.70;2.70
21.01.2023;13:21:09;MM Solothurn;257;114;Bio Kiwi Gold;1;0.00;3.60
21.01.2023;13:21:09;MM Solothurn;257;114;Extra Blondorangen;1.318;0.00;2.90
21.01.2023;13:21:09;MM Solothurn;257;114;Äpfel Boskoop;1.429;0.00;5.00
21.01.2023;13:21:09;MM Solothurn;257;114;Broccoli;0.333;0.00;0.95
21.01.2023;13:21:09;MM Solothurn;257;114;Bio Bohnen;1;0.00;4.95
21.01.2023;13:21:09;MM Solothurn;257;114;Bio Saisonsalat Winter;1;0.00;2.80
21.01.2023;13:21:09;MM Solothurn;257;114;Zucchetti;0.412;0.00;1.05
21.01.2023;13:21:09;MM Solothurn;257;114;Butterzopf;1;0.00;2.90
21.01.2023;13:21:09;MM Solothurn;257;114;MClass Roggenvollkorn;1;0.00;1.80
21.01.2023;13:21:09;MM Solothurn;257;114;Excellence Vanille;4;0.84;3.36
21.01.2023;13:21:09;MM Solothurn;257;114;MClass Kuchenteig;2;0.00;3.40
21.01.2023;13:21:09;MM Solothurn;257;114;Schweizer Huus Chäsli;1;0.00;3.90
21.01.2023;13:21:09;MM Solothurn;257;114;MBud Magerquark 500g;1;0.00;1.30
21.01.2023;13:21:09;MM Solothurn;257;114;Sbrinz gehobelt;1;0.00;4.80
21.01.2023;13:21:09;MM Solothurn;257;114;Bio Joghurt Vanille;2;0.00;1.90
21.01.2023;13:21:09;MM Solothurn;257;114;MClass YogQuark;1;0.00;1.75
21.01.2023;13:21:09;MM Solothurn;257;114;MClass Joghurt Zitrone;2;0.00;1.20
21.01.2023;13:21:09;MM Solothurn;257;114;Eier CH Respeggt;1;0.00;3.50
21.01.2023;13:21:09;MM Solothurn;257;114;Farmer Croc Schokolade;4;0.00;15.80
21.01.2023;13:21:09;MM Solothurn;257;114;MClass Pouletschnitzel;0.375;0.00;9.00
21.01.2023;13:21:09;MM Solothurn;257;114;Zweifel Vaya Bean;1;0.00;3.95
21.01.2023;13:21:09;MM Solothurn;257;114;Crémant 55% 3x100g;1;0.00;5.55
21.01.2023;13:21:09;MM Solothurn;257;114;Coaties Cappuccino;1;0.00;3.95
21.01.2023;13:21:09;MM Solothurn;257;114;Acti Magnesium Zitrone;1;0.00;5.95
21.01.2023;13:21:09;MM Solothurn;257;114;Elmex Repair & Prevent;1;0.00;7.90
21.01.2023;13:21:09;MM Solothurn;257;114;Meridol Zahnb. Sanft;1;0.00;4.20
21.01.2023;13:21:09;MM Solothurn;257;114;Titan Bratpfanne 16cm;1;5.65;20.95
21.01.2023;13:21:09;MM Solothurn;257;114;CUM +3xPkt.Ges.Sort.;1;0;0
21.01.2023;13:21:09;MM Solothurn;257;114;CUM10x Pkt Joghurts;1;0;0
14.01.2023;15:36:31;MM Solothurn;257;181;Bio Kiwi Gold;1;0.00;3.60
14.01.2023;15:36:31;MM Solothurn;257;181;Extra Blondorangen;1.705;0.00;3.75
14.01.2023;15:36:31;MM Solothurn;257;181;Broccoli;0.458;0.00;1.35
14.01.2023;15:36:31;MM Solothurn;257;181;MClass Roggenvollkorn;1;0.00;1.80
14.01.2023;15:36:31;MM Solothurn;257;181;Butterzopf;1;0.00;3.90
14.01.2023;15:36:31;MM Solothurn;257;181;MBud Cottage Cheese;1;0.00;3.95
14.01.2023;15:36:31;MM Solothurn;257;181;MClass Magerquark;1;0.00;0.90
14.01.2023;15:36:31;MM Solothurn;257;181;MClas Léger Schafkäse;1;0.00;3.50
14.01.2023;15:36:31;MM Solothurn;257;181;Le Gruyère 120g;1;0.00;2.80
14.01.2023;15:36:31;MM Solothurn;257;181;Bio Joghurt Vanille;2;0.00;1.80
14.01.2023;15:36:31;MM Solothurn;257;181;Excellence Vanille;1;0.00;1.05
14.01.2023;15:36:31;MM Solothurn;257;181;Excellence Kirsche;2;0.00;2.10
14.01.2023;15:36:31;MM Solothurn;257;181;MClass Jog. Heidelbeer;2;0.00;1.20
14.01.2023;15:36:31;MM Solothurn;257;181;Valflora Crème Fraîche;1;0.00;2.80
14.01.2023;15:36:31;MM Solothurn;257;181;Solothurner Eier 53g+;1;0.00;3.95
14.01.2023;15:36:31;MM Solothurn;257;181;MClass Kuchenteig;2;0.00;3.40
14.01.2023;15:36:31;MM Solothurn;257;181;MBud Espresso Bohnen;1;0.00;6.95
14.01.2023;15:36:31;MM Solothurn;257;181;MClass mit 10% Butter;1;0.00;5.70
14.01.2023;15:36:31;MM Solothurn;257;181;Pouletschnitzel 2 Stk.;0.375;2.06;10.70
14.01.2023;15:36:31;MM Solothurn;257;181;MClass Hackfleisch;0.332;3.32;3.65
14.01.2023;15:36:31;MM Solothurn;257;181;MClass ASC Forellenfi.;1;0.00;3.60
14.01.2023;15:36:31;MM Solothurn;257;181;Blévita Gruyère;1;0.00;3.60
14.01.2023;15:36:31;MM Solothurn;257;181;MClass Zwieback 260g;1;0.00;3.50
14.01.2023;15:36:31;MM Solothurn;257;181;Party Pistazien;1;0.00;8.40
14.01.2023;15:36:31;MM Solothurn;257;181;Coaties Cappuccino;1;0.00;3.95
14.01.2023;15:36:31;MM Solothurn;257;181;Maybelline Mascara;1;0.00;15.90
14.01.2023;15:36:31;MM Solothurn;257;181;Angus Burger 2x125g;1;0.00;9.95
14.01.2023;15:36:31;MM Solothurn;257;181;MBud ASC Lachsfilets;1;0.00;4.80
14.01.2023;15:36:31;MM Solothurn;257;181;MClass Ofen Frites;1;0.00;2.60
14.01.2023;15:36:31;MM Solothurn;257;181;CUM +3xPkt.Ges.Sort.;1;0;0
12.01.2023;18:23:15;M Passage Sihlquai;257;534;Valflora Vollrahm UHT;1;0.00;3.55
12.01.2023;18:23:15;M Passage Sihlquai;257;534;TOB Dark 100g;2;0.00;5.60
12.01.2023;18:23:15;M Passage Sihlquai;257;534;Eier Freiland 4x68g+;1;0.00;3.15
07.01.2023;13:12:12;MM Solothurn;617;1;Bananen;0.304;0.00;0.70
07.01.2023;13:12:12;MM Solothurn;617;1;Bio Kiwi Gold;1;0.00;3.60
07.01.2023;13:12:12;MM Solothurn;617;1;Mango essreif;1;0.00;1.70
07.01.2023;13:12:12;MM Solothurn;617;1;Bio Blondorangen;1;0.00;4.60
07.01.2023;13:12:12;MM Solothurn;617;1;Äpfel Boskoop;1.500;1.65;3.75
07.01.2023;13:12:12;MM Solothurn;617;1;Broccoli;0.480;0.34;1.20
07.01.2023;13:12:12;MM Solothurn;617;1;Karotten;1;0.00;1.50
07.01.2023;13:12:12;MM Solothurn;617;1;Bio Saisonsalat Winter;1;0.00;2.80
07.01.2023;13:12:12;MM Solothurn;617;1;Zucchetti;0.245;0.00;0.65
07.01.2023;13:12:12;MM Solothurn;617;1;Schweden-Torte;1;0.00;6.50
07.01.2023;13:12:12;MM Solothurn;617;1;Butterzopf;1;0.00;2.90
07.01.2023;13:12:12;MM Solothurn;617;1;Schoenr. Mutschli;0.161;0.00;4.35
07.01.2023;13:12:12;MM Solothurn;617;1;Schmelzkäse Gruyère;1;0.00;2.70
07.01.2023;13:12:12;MM Solothurn;617;1;Le Gruyère 120g;1;0.00;2.80
07.01.2023;13:12:12;MM Solothurn;617;1;Bio Joghurt Vanille;4;0.00;3.60
07.01.2023;13:12:12;MM Solothurn;617;1;Excellence Vanille;2;0.00;2.10
07.01.2023;13:12:12;MM Solothurn;617;1;Joghurt Johannisbeere;2;0.00;1.60
07.01.2023;13:12:12;MM Solothurn;617;1;Berg Vorzugsbutter;1;0.00;3.05
07.01.2023;13:12:12;MM Solothurn;617;1;MClass Kuchenteig;1;0.00;1.70
07.01.2023;13:12:12;MM Solothurn;617;1;Bio Speckwürfeli;1;0.00;4.10
07.01.2023;13:12:12;MM Solothurn;617;1;Schwarzwälder Schinken;0.122;0.00;6.05
07.01.2023;13:12:12;MM Solothurn;617;1;Blévita Gruyère;2;1.20;6.00
07.01.2023;13:12:12;MM Solothurn;617;1;Blévita Mini Pep. Käse;1;0.60;2.30
07.01.2023;13:12:12;MM Solothurn;617;1;Pouletschnitzel 2 Stk.;0.300;0.00;10.20
07.01.2023;13:12:12;MM Solothurn;617;1;Blévita Flammkuchen;1;0.60;3.00
07.01.2023;13:12:12;MM Solothurn;617;1;Blévita Kürbiskerne;1;0.60;3.10
07.01.2023;13:12:12;MM Solothurn;617;1;Coaties Cappuccino;1;0.00;3.95
07.01.2023;13:12:12;MM Solothurn;617;1;Zweifel Vaya Bean;1;0.00;3.95
07.01.2023;13:12:12;MM Solothurn;617;1;Äpfel Boskoop;1.040;1.99;1.75
